Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Quarter,Profit Margin %,Is Profitable,Revenue Without Discount,Discount Given ($),Revenue Per Unit,Region Sales Contribution %,Category Sales Contribution %
8446,CA-2014-125451,2014-10-24,2014-10-25,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,240.744,4,0.3,-13.7568,2014,10,4,-5.71,No,343.92,103.18,60.19,29.55,32.3
8447,CA-2014-125451,2014-10-24,2014-10-25,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,4,0.0,14.7,2014,10,4,42.0,Yes,35.0,0.0,8.75,29.55,32.3
8448,CA-2014-125451,2014-10-24,2014-10-25,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,210.68,2,0.0,50.5632,2014,10,4,24.0,Yes,210.68,0.0,105.34,29.55,32.3
8449,CA-2014-125451,2014-10-24,2014-10-25,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",637.896,3,0.3,-127.5792,2014,10,4,-20.0,No,911.28,273.38,212.63,29.55,32.3
8450,CA-2014-125451,2014-10-24,2014-10-25,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",43.44,8,0.0,21.2856,2014,10,4,49.0,Yes,43.44,0.0,5.43,29.55,31.3
8451,CA-2014-125451,2014-10-24,2014-10-25,First Class,AH-10075,Adam Hart,Corporate,United States,Cranston,Rhode Island,2920,East,OFF-AP-10002906,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,2.22,1,0.0,0.666,2014,10,4,30.0,Yes,2.22,0.0,2.22,29.55,31.3
8452,CA-2011-131387,2011-04-28,2011-04-30,First Class,AI-10855,Arianne Irving,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1679.96,5,0.2,125.997,2011,4,2,7.5,Yes,2099.95,419.99,335.99,31.58,36.4
8453,CA-2013-125087,2013-04-19,2013-04-24,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",344.372,4,0.3,-93.4724,2013,4,2,-27.14,No,491.96,147.59,86.09,21.82,32.3
8454,CA-2013-125087,2013-04-19,2013-04-24,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070,Central,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1554.936,3,0.2,77.7468,2013,4,2,5.0,Yes,1943.67,388.73,518.31,21.82,31.3
8455,CA-2013-125087,2013-04-19,2013-04-24,Standard Class,TH-21115,Thea Hudgings,Corporate,United States,Houston,Texas,77070,Central,FUR-FU-10004748,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",127.88,5,0.6,-67.137,2013,4,2,-52.5,No,319.7,191.82,25.58,21.82,32.3
8456,CA-2013-154081,2013-05-23,2013-05-30,Standard Class,JE-15610,Jim Epp,Corporate,United States,Los Angeles,California,90049,West,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,222.384,2,0.2,22.2384,2013,5,2,10.0,Yes,277.98,55.6,111.19,31.58,36.4
8457,US-2014-118556,2014-05-29,2014-06-03,Second Class,TH-21235,Tiffany House,Corporate,United States,Chicago,Illinois,60653,Central,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",106.869,3,0.3,-29.0073,2014,5,2,-27.14,No,152.67,45.8,35.62,21.82,32.3
8458,US-2014-118556,2014-05-29,2014-06-03,Second Class,TH-21235,Tiffany House,Corporate,United States,Chicago,Illinois,60653,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564,3,0.8,-6.237,2014,5,2,-175.0,No,17.82,14.26,1.19,21.82,31.3
8459,CA-2011-126200,2011-08-25,2011-08-29,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",25.68,3,0.8,-39.804,2011,8,3,-155.0,No,128.4,102.72,8.56,21.82,31.3
8460,CA-2011-126200,2011-08-25,2011-08-29,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",12.384,3,0.8,-19.8144,2011,8,3,-160.0,No,61.92,49.54,4.13,21.82,31.3
8461,CA-2011-146500,2011-08-30,2011-09-04,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Bristol,Connecticut,6010,East,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,25.3,5,0.0,11.891,2011,8,3,47.0,Yes,25.3,0.0,5.06,29.55,31.3
8462,CA-2011-146500,2011-08-30,2011-09-04,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Bristol,Connecticut,6010,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0.0,9.594,2011,8,3,10.0,Yes,95.94,0.0,31.98,29.55,31.3
8463,CA-2012-169537,2012-09-03,2012-09-07,Second Class,JH-15820,John Huston,Consumer,United States,Holland,Michigan,49423,Central,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,7.5,2,0.0,3.6,2012,9,3,48.0,Yes,7.5,0.0,3.75,21.82,31.3
8464,CA-2011-100881,2011-03-28,2011-04-01,Standard Class,DR-12940,Daniel Raglin,Home Office,United States,Albuquerque,New Mexico,87105,West,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,302.376,3,0.2,22.6782,2011,3,1,7.5,Yes,377.97,75.59,100.79,31.58,36.4
8465,CA-2012-144043,2012-05-10,2012-05-15,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Louisville,Colorado,80027,West,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,46.688,4,0.2,-2.918,2012,5,2,-6.25,No,58.36,11.67,11.67,31.58,36.4
8466,CA-2012-116512,2012-04-09,2012-04-14,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3,0.0,3.0498,2012,4,2,17.0,Yes,17.94,0.0,5.98,29.55,31.3
8467,CA-2012-101000,2012-04-09,2012-04-14,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Norwich,Connecticut,6360,East,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,370.14,3,0.0,144.3546,2012,4,2,39.0,Yes,370.14,0.0,123.38,29.55,31.3
8468,CA-2013-168557,2013-09-20,2013-09-24,Standard Class,FH-14275,Frank Hawley,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,8.928,2,0.2,3.1248,2013,9,3,35.0,Yes,11.16,2.23,4.46,31.58,31.3
8469,US-2013-164196,2013-11-12,2013-11-18,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Noblesville,Indiana,46060,Central,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,2678.94,6,0.0,241.1046,2013,11,4,9.0,Yes,2678.94,0.0,446.49,21.82,32.3
8470,US-2014-132031,2014-04-24,2014-04-28,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,37042,South,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,387.136,4,0.2,-14.5176,2014,4,2,-3.75,No,483.92,96.78,96.78,17.05,32.3
8471,US-2014-132031,2014-04-24,2014-04-28,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,37042,South,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,45.408,2,0.2,11.9196,2014,4,2,26.25,Yes,56.76,11.35,22.7,17.05,36.4
8472,US-2014-132031,2014-04-24,2014-04-28,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,37042,South,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,77.952,3,0.2,-11.6928,2014,4,2,-15.0,No,97.44,19.49,25.98,17.05,32.3
8473,US-2014-132031,2014-04-24,2014-04-28,Standard Class,PN-18775,Parhena Norris,Home Office,United States,Clarksville,Tennessee,37042,South,OFF-LA-10000081,Office Supplies,Labels,Avery 496,3.0,1,0.2,1.05,2014,4,2,35.0,Yes,3.75,0.75,3.0,17.05,31.3
8474,CA-2012-169733,2012-10-22,2012-10-26,Second Class,GM-14500,Gene McClure,Consumer,United States,Hollywood,Florida,33021,South,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,9.952,1,0.2,0.9952,2012,10,4,10.0,Yes,12.44,2.49,9.95,17.05,31.3
8475,CA-2014-169404,2014-04-10,2014-04-15,Standard Class,NC-18625,Noah Childs,Corporate,United States,York,Pennsylvania,17403,East,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,37.896,4,0.7,-29.0536,2014,4,2,-76.67,No,126.32,88.42,9.47,29.55,31.3
8476,CA-2014-169404,2014-04-10,2014-04-15,Standard Class,NC-18625,Noah Childs,Corporate,United States,York,Pennsylvania,17403,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,65.584,2,0.2,23.7742,2014,4,2,36.25,Yes,81.98,16.4,32.79,29.55,31.3
8477,CA-2014-134880,2014-10-28,2014-11-02,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Mesa,Arizona,85204,West,OFF-PA-10004039,Office Supplies,Paper,Xerox 1882,44.784,1,0.2,16.2342,2014,10,4,36.25,Yes,55.98,11.2,44.78,31.58,31.3
8478,CA-2012-145758,2012-10-30,2012-10-30,Same Day,BF-11020,Barry Französisch,Corporate,United States,New York City,New York,10024,East,TEC-MA-10004552,Technology,Machines,Star Micronics TSP100 TSP143LAN Receipt Printer,1035.8,4,0.0,269.308,2012,10,4,26.0,Yes,1035.8,0.0,258.95,29.55,36.4
8479,CA-2014-158736,2014-12-19,2014-12-25,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,San Francisco,California,94110,West,OFF-AR-10002578,Office Supplies,Art,Newell 335,5.76,2,0.0,1.6704,2014,12,4,29.0,Yes,5.76,0.0,2.88,31.58,31.3
8480,US-2013-119270,2013-03-13,2013-03-17,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10004022,Office Supplies,Paper,Hammermill Color Copier Paper (28Lb. and 96 Bright),19.98,2,0.0,8.991,2013,3,1,45.0,Yes,19.98,0.0,9.99,31.58,31.3
8481,CA-2011-109890,2011-07-21,2011-07-27,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Omaha,Nebraska,68104,Central,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,35.98,2,0.0,10.0744,2011,7,3,28.0,Yes,35.98,0.0,17.99,21.82,36.4
8482,CA-2013-138583,2013-05-25,2013-05-29,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,16.656,3,0.2,3.3312,2013,5,2,20.0,Yes,20.82,4.16,5.55,29.55,31.3
8483,US-2014-118535,2014-02-12,2014-02-16,Standard Class,DJ-13510,Don Jones,Corporate,United States,New York City,New York,10024,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,0.0,9.936,2014,2,1,48.0,Yes,20.7,0.0,10.35,29.55,31.3
8484,CA-2013-126284,2013-09-21,2013-09-25,Standard Class,EN-13780,Edward Nazzal,Consumer,United States,Grand Rapids,Michigan,49505,Central,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,83.7,5,0.0,41.013,2013,9,3,49.0,Yes,83.7,0.0,16.74,21.82,31.3
8485,CA-2014-142391,2014-09-25,2014-09-25,Same Day,PB-19150,Philip Brown,Consumer,United States,Seattle,Washington,98115,West,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,199.8,10,0.0,71.928,2014,9,3,36.0,Yes,199.8,0.0,19.98,31.58,32.3
8486,CA-2014-124716,2014-03-28,2014-04-01,Standard Class,BD-11560,Brendan Dodson,Home Office,United States,Fresno,California,93727,West,OFF-PA-10000740,Office Supplies,Paper,Xerox 1982,45.68,2,0.0,21.0128,2014,3,1,46.0,Yes,45.68,0.0,22.84,31.58,31.3
8487,CA-2014-124716,2014-03-28,2014-04-01,Standard Class,BD-11560,Brendan Dodson,Home Office,United States,Fresno,California,93727,West,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,110.96,2,0.0,53.2608,2014,3,1,48.0,Yes,110.96,0.0,55.48,31.58,31.3
8488,CA-2014-124716,2014-03-28,2014-04-01,Standard Class,BD-11560,Brendan Dodson,Home Office,United States,Fresno,California,93727,West,OFF-PA-10000859,Office Supplies,Paper,Unpadded Memo Slips,11.94,3,0.0,5.97,2014,3,1,50.0,Yes,11.94,0.0,3.98,31.58,31.3
8489,CA-2013-158841,2013-02-02,2013-02-04,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204,South,TEC-MA-10001127,Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",8749.95,5,0.0,2799.984,2013,2,1,32.0,Yes,8749.95,0.0,1749.99,17.05,36.4
8490,CA-2013-158841,2013-02-02,2013-02-04,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,36.4,8,0.0,18.2,2013,2,1,50.0,Yes,36.4,0.0,4.55,17.05,31.3
8491,CA-2013-158841,2013-02-02,2013-02-04,Second Class,SE-20110,Sanjit Engle,Consumer,United States,Arlington,Virginia,22204,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,18.69,7,0.0,7.1022,2013,2,1,38.0,Yes,18.69,0.0,2.67,17.05,32.3
8492,CA-2014-106824,2014-07-08,2014-07-12,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Los Angeles,California,90049,West,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",5.94,3,0.0,0.1188,2014,7,3,2.0,Yes,5.94,0.0,1.98,31.58,31.3
8493,CA-2012-109190,2012-10-23,2012-10-28,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Lubbock,Texas,79424,Central,OFF-PA-10000069,Office Supplies,Paper,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",60.736,8,0.2,20.4984,2012,10,4,33.75,Yes,75.92,15.18,7.59,21.82,31.3
8494,CA-2012-109190,2012-10-23,2012-10-28,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Lubbock,Texas,79424,Central,TEC-CO-10001943,Technology,Copiers,Canon PC-428 Personal Copier,479.976,3,0.2,161.9919,2012,10,4,33.75,Yes,599.97,119.99,159.99,21.82,36.4
8495,CA-2012-109190,2012-10-23,2012-10-28,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Lubbock,Texas,79424,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,6.08,1,0.8,-10.336,2012,10,4,-170.0,No,30.4,24.32,6.08,21.82,31.3
8496,CA-2013-143154,2013-12-03,2013-12-09,Standard Class,AS-10225,Alan Schoenberger,Corporate,United States,Longmont,Colorado,80501,West,TEC-AC-10002942,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,165.6,3,0.2,-6.21,2013,12,4,-3.75,No,207.0,41.4,55.2,31.58,36.4
8497,CA-2011-169061,2011-03-05,2011-03-08,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,59.52,3,0.0,15.4752,2011,3,1,26.0,Yes,59.52,0.0,19.84,29.55,31.3
8498,CA-2011-169061,2011-03-05,2011-03-08,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,479.97,3,0.0,177.5889,2011,3,1,37.0,Yes,479.97,0.0,159.99,29.55,36.4
8499,CA-2011-169061,2011-03-05,2011-03-08,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-SU-10000381,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,18.62,2,0.0,5.3998,2011,3,1,29.0,Yes,18.62,0.0,9.31,29.55,31.3
8500,CA-2011-169061,2011-03-05,2011-03-08,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,49.632,6,0.2,16.7508,2011,3,1,33.75,Yes,62.04,12.41,8.27,29.55,31.3
8501,CA-2011-169061,2011-03-05,2011-03-08,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,97.82,2,0.0,45.9754,2011,3,1,47.0,Yes,97.82,0.0,48.91,29.55,31.3
8502,CA-2012-102316,2012-02-29,2012-03-03,Second Class,DH-13075,Dave Hallsten,Corporate,United States,Los Angeles,California,90045,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,15.984,2,0.2,1.1988,2012,2,1,7.5,Yes,19.98,4.0,7.99,31.58,36.4
8503,CA-2012-102316,2012-02-29,2012-03-03,Second Class,DH-13075,Dave Hallsten,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,184.752,3,0.2,-20.7846,2012,2,1,-11.25,No,230.94,46.19,61.58,31.58,32.3
8504,CA-2011-164903,2011-02-21,2011-02-25,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Los Angeles,California,90049,West,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,12.96,2,0.0,6.2208,2011,2,1,48.0,Yes,12.96,0.0,6.48,31.58,31.3
8505,CA-2013-109400,2013-05-03,2013-05-07,Standard Class,NR-18550,Nick Radford,Consumer,United States,Amarillo,Texas,79109,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,0.3,-110.0232,2013,5,2,-30.0,No,523.92,157.18,91.69,21.82,32.3
8506,CA-2013-130400,2013-03-09,2013-03-13,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas,75217,Central,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,8.856,9,0.8,-14.1696,2013,3,1,-160.0,No,44.28,35.42,0.98,21.82,31.3
8507,CA-2013-130400,2013-03-09,2013-03-13,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas,75217,Central,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",27.96,5,0.2,8.388,2013,3,1,30.0,Yes,34.95,6.99,5.59,21.82,36.4
8508,CA-2013-130400,2013-03-09,2013-03-13,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Dallas,Texas,75217,Central,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",146.352,3,0.2,49.3938,2013,3,1,33.75,Yes,182.94,36.59,48.78,21.82,31.3
8509,CA-2012-135853,2012-12-11,2012-12-14,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,175.23,11,0.0,61.3305,2012,12,4,35.0,Yes,175.23,0.0,15.93,21.82,36.4
8510,CA-2012-135853,2012-12-11,2012-12-14,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,125.99,1,0.0,31.4975,2012,12,4,25.0,Yes,125.99,0.0,125.99,21.82,36.4
8511,CA-2012-135853,2012-12-11,2012-12-14,First Class,CA-12775,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,23.0,2,0.0,10.35,2012,12,4,45.0,Yes,23.0,0.0,11.5,21.82,31.3
8512,CA-2013-103359,2013-12-23,2013-12-27,Standard Class,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10035,East,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",25.584,2,0.2,8.9544,2013,12,4,35.0,Yes,31.98,6.4,12.79,29.55,31.3
8513,CA-2013-144645,2013-02-02,2013-02-08,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",73.784,2,0.6,-77.4732,2013,2,1,-105.0,No,184.46,110.68,36.89,21.82,32.3
8514,CA-2014-141614,2014-06-06,2014-06-10,Standard Class,NS-18640,Noel Staavos,Corporate,United States,Orlando,Florida,32839,South,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,20.736,4,0.2,7.2576,2014,6,2,35.0,Yes,25.92,5.18,5.18,17.05,31.3
8515,CA-2012-122168,2012-08-21,2012-08-26,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Florence,Kentucky,41042,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",17.52,3,0.0,8.2344,2012,8,3,47.0,Yes,17.52,0.0,5.84,17.05,31.3
8516,CA-2012-122168,2012-08-21,2012-08-26,Standard Class,HG-14965,Henry Goldwyn,Corporate,United States,Florence,Kentucky,41042,South,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",35.76,12,0.0,10.0128,2012,8,3,28.0,Yes,35.76,0.0,2.98,17.05,31.3
8517,CA-2013-132899,2013-04-08,2013-04-12,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New York City,New York,10009,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,3.64,2,0.0,0.9828,2013,4,2,27.0,Yes,3.64,0.0,1.82,29.55,31.3
8518,CA-2014-149720,2014-06-05,2014-06-08,Second Class,EM-14065,Erin Mull,Consumer,United States,Frisco,Texas,75034,Central,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,30.336,6,0.6,-17.4432,2014,6,2,-57.5,No,75.84,45.5,5.06,21.82,32.3
8519,CA-2014-118003,2014-12-05,2014-12-11,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501,East,FUR-FU-10002506,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",12.99,1,0.0,1.5588,2014,12,4,12.0,Yes,12.99,0.0,12.99,29.55,32.3
8520,CA-2014-118003,2014-12-05,2014-12-11,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501,East,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",182.22,3,0.0,45.555,2014,12,4,25.0,Yes,182.22,0.0,60.74,29.55,32.3
8521,CA-2014-118003,2014-12-05,2014-12-11,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Paterson,New Jersey,7501,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,302.94,3,0.0,18.1764,2014,12,4,6.0,Yes,302.94,0.0,100.98,29.55,32.3
8522,CA-2013-141887,2013-01-11,2013-01-15,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,43229,East,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,54.992,14,0.2,8.9362,2013,1,1,16.25,Yes,68.74,13.75,3.93,29.55,32.3
8523,US-2013-160206,2013-04-02,2013-04-08,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Milwaukee,Wisconsin,53209,Central,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,12.99,1,0.0,0.2598,2013,4,2,2.0,Yes,12.99,0.0,12.99,21.82,36.4
8524,CA-2014-133074,2014-09-22,2014-09-26,Standard Class,DB-13615,Doug Bickford,Consumer,United States,San Francisco,California,94109,West,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",55.86,7,0.0,27.93,2014,9,3,50.0,Yes,55.86,0.0,7.98,31.58,31.3
8525,CA-2014-161172,2014-03-17,2014-03-17,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,TEC-PH-10004348,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,44.376,2,0.4,-7.396,2014,3,1,-16.67,No,73.96,29.58,22.19,29.55,36.4
8526,CA-2014-161172,2014-03-17,2014-03-17,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10003424,Furniture,Furnishings,Nu-Dell Oak Frame,51.264,6,0.2,7.6896,2014,3,1,15.0,Yes,64.08,12.82,8.54,29.55,32.3
8527,CA-2014-161172,2014-03-17,2014-03-17,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,5.193,3,0.7,-3.462,2014,3,1,-66.67,No,17.31,12.12,1.73,29.55,31.3
8528,CA-2014-161172,2014-03-17,2014-03-17,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.984,2,0.2,43.9956,2014,3,1,27.5,Yes,199.98,40.0,79.99,29.55,36.4
8529,CA-2014-161172,2014-03-17,2014-03-17,Same Day,SP-20920,Susan Pistek,Consumer,United States,Columbus,Ohio,43229,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,0.2,3.389,2014,3,1,6.25,Yes,67.78,13.56,27.11,29.55,31.3
8530,CA-2014-137624,2014-11-11,2014-11-18,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Los Angeles,California,90008,West,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",241.424,2,0.2,-36.2136,2014,11,4,-15.0,No,301.78,60.36,120.71,31.58,32.3
